time_s,V_source_G3_full_V,V_source_baseline_V,V_rx_G3_V,V_rx_baseline_V
8.987500000000e-09,-2.528935200154e-01,1.000000000000e+02,3.293493570490e-01,3.331985971382e-02
9.000000000000e-09,-2.503391719474e-01,1.000000000000e+02,3.249504120673e-01,5.076213945370e-02
9.012500000000e-09,-2.478152421345e-01,1.000000000000e+02,3.203493682647e-01,6.800978738255e-02
9.025000000000e-09,-2.453058463012e-01,1.000000000000e+02,3.155500134117e-01,8.505186428915e-02
9.037500000000e-09,-2.428110686566e-01,1.000000000000e+02,3.105562524748e-01,1.018776111791e-01
9.050000000000e-09,-2.403309893743e-01,1.000000000000e+02,3.053720946904e-01,1.184764557038e-01
9.062500000000e-09,-2.378804327908e-01,1.000000000000e+02,3.000016696145e-01,1.348380184158e-01
9.075000000000e-09,-2.354442609092e-01,1.000000000000e+02,2.944492135903e-01,1.509521188484e-01
9.087500000000e-09,-2.330225505986e-01,1.000000000000e+02,2.887190661856e-01,1.668087814158e-01
9.100000000000e-09,-2.306153748762e-01,1.000000000000e+02,2.828156573826e-01,1.823982411321e-01
9.112500000000e-09,-2.282368483746e-01,1.000000000000e+02,2.767435228396e-01,1.977109491470e-01
9.125000000000e-09,-2.258725502536e-01,1.000000000000e+02,2.705072905162e-01,2.127375780951e-01
9.137500000000e-09,-2.235225503737e-01,1.000000000000e+02,2.641116769645e-01,2.274690272572e-01
9.150000000000e-09,-2.211869149197e-01,1.000000000000e+02,2.575614746772e-01,2.418964275330e-01
9.162500000000e-09,-2.188790769514e-01,1.000000000000e+02,2.508615666269e-01,2.560111462211e-01
9.175000000000e-09,-2.165853044437e-01,1.000000000000e+02,2.440169130909e-01,2.698047916070e-01
9.187500000000e-09,-2.143056605697e-01,1.000000000000e+02,2.370325478443e-01,2.832692173573e-01
9.200000000000e-09,-2.120402049958e-01,1.000000000000e+02,2.299135657078e-01,2.963965267173e-01
9.212500000000e-09,-2.098017167676e-01,1.000000000000e+02,2.226651364289e-01,3.091790765135e-01
9.225000000000e-09,-2.075771249040e-01,1.000000000000e+02,2.152924917451e-01,3.216094809587e-01
9.237500000000e-09,-2.053664862005e-01,1.000000000000e+02,2.078009215270e-01,3.336806152585e-01
9.250000000000e-09,-2.031698541097e-01,1.000000000000e+02,2.001957615641e-01,3.453856190202e-01
9.262500000000e-09,-2.009993797420e-01,1.000000000000e+02,1.924824068496e-01,3.567178994625e-01
9.275000000000e-09,-1.988426268951e-01,1.000000000000e+02,1.846662989200e-01,3.676711344261e-01
9.287500000000e-09,-1.966996462878e-01,1.000000000000e+02,1.767529219918e-01,3.782392751854e-01
9.300000000000e-09,-1.945704854529e-01,1.000000000000e+02,1.687477910226e-01,3.884165490606e-01
9.312500000000e-09,-1.924666927821e-01,1.000000000000e+02,1.606564644583e-01,3.981974618313e-01
9.325000000000e-09,-1.903764414568e-01,1.000000000000e+02,1.524845318823e-01,4.075767999510e-01
9.337500000000e-09,-1.882997764097e-01,1.000000000000e+02,1.442376101896e-01,4.165496325638e-01
9.350000000000e-09,-1.862367395385e-01,1.000000000000e+02,1.359213319552e-01,4.251113133233e-01
9.362500000000e-09,-1.841983009791e-01,1.000000000000e+02,1.275413576995e-01,4.332574820146e-01
9.375000000000e-09,-1.821732186596e-01,1.000000000000e+02,1.191033638790e-01,4.409840659798e-01
9.387500000000e-09,-1.801615320070e-01,1.000000000000e+02,1.106130391352e-01,4.482872813492e-01
9.400000000000e-09,-1.781632775589e-01,1.000000000000e+02,1.020760730020e-01,4.551636340778e-01
9.412500000000e-09,-1.761888712717e-01,1.000000000000e+02,9.349816773938e-02,4.616099207889e-01
9.425000000000e-09,-1.742276315626e-01,1.000000000000e+02,8.488502669492e-02,4.676232294264e-01
9.437500000000e-09,-1.722795926249e-01,1.000000000000e+02,7.624235066187e-02,4.732009397169e-01
9.450000000000e-09,-1.703447859024e-01,1.000000000000e+02,6.757582695196e-02,4.783407234429e-01
9.462500000000e-09,-1.684330958634e-01,1.000000000000e+02,5.889114084608e-02,4.830405445291e-01
9.475000000000e-09,-1.665343785670e-01,1.000000000000e+02,5.019396434981e-02,4.872986589433e-01
9.487500000000e-09,-1.646486632353e-01,1.000000000000e+02,4.148995269263e-02,4.911136144141e-01
9.500000000000e-09,-1.627759764754e-01,1.000000000000e+02,3.278473378946e-02,4.944842499662e-01
9.512500000000e-09,-1.609256934672e-01,1.000000000000e+02,2.408391935105e-02,4.974096952768e-01
9.525000000000e-09,-1.590881855535e-01,1.000000000000e+02,1.539309405512e-02,4.998893698544e-01
9.537500000000e-09,-1.572634772390e-01,1.000000000000e+02,6.717812213635e-03,5.019229820415e-01
9.550000000000e-09,-1.554515905421e-01,1.000000000000e+02,-1.936412357153e-03,5.035105278448e-01
9.562500000000e-09,-1.536614128410e-01,1.000000000000e+02,-1.056409552755e-02,5.046522895946e-01
9.575000000000e-09,-1.518838091220e-01,1.000000000000e+02,-1.915979325023e-02,5.053488344349e-01
9.587500000000e-09,-1.501187994170e-01,1.000000000000e+02,-2.771810470158e-02,5.056010126485e-01
9.600000000000e-09,-1.483664013963e-01,1.000000000000e+02,-3.623368198703e-02,5.054099558179e-01
9.612500000000e-09,-1.466350350792e-01,1.000000000000e+02,-4.470121959819e-02,5.047770748255e-01
9.625000000000e-09,-1.449160385142e-01,1.000000000000e+02,-5.311546436186e-02,5.037040576954e-01
9.637500000000e-09,-1.432094274970e-01,1.000000000000e+02,-6.147121837019e-02,5.021928672800e-01
9.650000000000e-09,-1.415152155811e-01,1.000000000000e+02,-6.976334824910e-02,5.002457387929e-01
9.662500000000e-09,-1.398413750977e-01,1.000000000000e+02,-7.798677485049e-02,4.978651771928e-01
9.675000000000e-09,-1.381796973561e-01,1.000000000000e+02,-8.613648274423e-02,4.950539544192e-01
9.687500000000e-09,-1.365301941439e-01,1.000000000000e+02,-9.420752292099e-02,4.918151064845e-01
9.700000000000e-09,-1.348928751208e-01,1.000000000000e+02,-1.021950216148e-01,4.881519304245e-01
9.712500000000e-09,-1.332752839239e-01,1.000000000000e+02,-1.100941702027e-01,4.840679811099e-01
9.725000000000e-09,-1.316696460030e-01,1.000000000000e+02,-1.179002342332e-01,4.795670679234e-01
9.737500000000e-09,-1.300759693573e-01,1.000000000000e+02,-1.256085558885e-01,4.746532513034e-01
9.750000000000e-09,-1.284942599688e-01,1.000000000000e+02,-1.332145623557e-01,4.693308391593e-01
9.762500000000e-09,-1.269316511150e-01,1.000000000000e+02,-1.407137559099e-01,4.636043831595e-01
9.775000000000e-09,-1.253807839292e-01,1.000000000000e+02,-1.481017224752e-01,4.574786748970e-01
9.787500000000e-09,-1.238416628342e-01,1.000000000000e+02,-1.553741338366e-01,4.509587419351e-01
9.800000000000e-09,-1.223142903413e-01,1.000000000000e+02,-1.625267555567e-01,4.440498437357e-01
9.812500000000e-09,-1.208054070648e-01,1.000000000000e+02,-1.695554372224e-01,4.367574674742e-01
9.825000000000e-09,-1.193080520071e-01,1.000000000000e+02,-1.764561205359e-01,4.290873237443e-01
9.837500000000e-09,-1.178222262190e-01,1.000000000000e+02,-1.832248412712e-01,4.210453421546e-01
9.850000000000e-09,-1.163479289412e-01,1.000000000000e+02,-1.898577367342e-01,4.126376668225e-01
9.862500000000e-09,-1.148915251986e-01,1.000000000000e+02,-1.963510361562e-01,4.038706517660e-01
9.875000000000e-09,-1.134464346747e-01,1.000000000000e+02,-2.027010683166e-01,3.947508561984e-01
9.887500000000e-09,-1.120126552449e-01,1.000000000000e+02,-2.089042632379e-01,3.852850397291e-01
9.900000000000e-09,-1.105901830720e-01,1.000000000000e+02,-2.149571591935e-01,3.754801574728e-01
9.912500000000e-09,-1.091850240611e-01,1.000000000000e+02,-2.208563932307e-01,3.653433550708e-01
9.925000000000e-09,-1.077909619966e-01,1.000000000000e+02,-2.265987083300e-01,3.548819636278e-01
9.937500000000e-09,-1.064079917682e-01,1.000000000000e+02,-2.321809548358e-01,3.441034945676e-01
9.950000000000e-09,-1.050361066458e-01,1.000000000000e+02,-2.376000970153e-01,3.330156344106e-01
9.962500000000e-09,-1.036809692977e-01,1.000000000000e+02,-2.428532036998e-01,3.216262394760e-01
9.975000000000e-09,-1.023367116198e-01,1.000000000000e+02,-2.479374549835e-01,3.099433305128e-01
9.987500000000e-09,-1.010033256977e-01,1.000000000000e+02,-2.528501433917e-01,2.979750872626e-01
1.000000000000e-08,-9.968080208755e-02,1.000000000000e+02,-2.575886799949e-01,2.857298429564e-01
1.001250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.621505851579e-01,2.732160787507e-01
1.002500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.665334947854e-01,2.604424181034e-01
1.003750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.707351612278e-01,2.474176210956e-01
1.005000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.747534589584e-01,2.341505786998e-01
1.006250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.785863754204e-01,2.206503069999e-01
1.007500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.822320168277e-01,2.069259413646e-01
1.008750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.856886088104e-01,1.929867305784e-01
1.010000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.889545016629e-01,1.788420309321e-01
1.011250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.920281612817e-01,1.645013002781e-01
1.012500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.949081745291e-01,1.499740920506e-01
1.013750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.975932496229e-01,1.352700492568e-01
1.015000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.000822209639e-01,1.203988984401e-01
1.016250000000e-08,0.000000000000e+00,0.000000000000e+00,-3.023740401570e-01,1.053704436192e-01
1.017500000000e-08,0.000000000000e+00,0.000000000000e+00,-3.044677809490e-01,9.019456020613e-02
1.018750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.063626393650e-01,7.488118890631e-02
1.020000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.080579381255e-01,5.944032960324e-02
1.021250000000e-08,0.000000000000e+00,0.000000000000e+00,-3.095531177458e-01,4.388203523127e-02
1.022500000000e-08,0.000000000000e+00,0.000000000000e+00,-3.108477410563e-01,2.821640563925e-02
1.023750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.119414930921e-01,1.245358144809e-02
1.025000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.128341851084e-01,-3.396262094848e-03
1.026250000000e-08,0.000000000000e+00,0.000000000000e+00,-3.135257457538e-01,-1.932292126159e-02
1.027500000000e-08,0.000000000000e+00,0.000000000000e+00,-3.140162251838e-01,-3.531616998660e-02
1.028750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.143057947083e-01,-5.136576600430e-02
1.030000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.143947504161e-01,-6.746145697793e-02
1.031250000000e-08,0.000000000000e+00,0.000000000000e+00,-3.142835044177e-01,-8.359298661716e-02
1.032500000000e-08,0.000000000000e+00,0.000000000000e+00,-3.139725885626e-01,-9.975010078127e-02
1.033750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.134626538509e-01,-1.159225535653e-01
1.035000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.127544736770e-01,-1.321001133664e-01
1.036250000000e-08,0.000000000000e+00,0.000000000000e+00,-3.118489351386e-01,-1.482725689269e-01
1.037500000000e-08,0.000000000000e+00,0.000000000000e+00,-3.107470423689e-01,-1.644297353525e-01
1.038750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.094499157178e-01,-1.805614601018e-01
1.040000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.079587946267e-01,-1.966576289442e-01
1.041250000000e-08,0.000000000000e+00,0.000000000000e+00,-3.062750290001e-01,-2.127081718853e-01
1.042500000000e-08,0.000000000000e+00,0.000000000000e+00,-3.044000821640e-01,-2.287030690538e-01
1.043750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.023355298239e-01,-2.446323565510e-01
1.045000000000e-08,0.000000000000e+00,0.000000000000e+00,-3.000830625811e-01,-2.604861322569e-01
1.046250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.976444773648e-01,-2.762545615920e-01
1.047500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.950216800289e-01,-2.919278832320e-01
1.048750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.922166840935e-01,-3.074964147722e-01
1.050000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.892316129138e-01,-3.229505583390e-01
1.051250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.860686911723e-01,-3.382808061465e-01
1.052500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.827302471252e-01,-3.534777459950e-01
1.053750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.792187111352e-01,-3.685320667090e-01
1.055000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.755366175055e-01,-3.834345635119e-01
1.056250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.716865960310e-01,-3.981761433356e-01
1.057500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.676713739071e-01,-4.127478300611e-01
1.058750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.634937740625e-01,-4.271407696896e-01
1.060000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.591567166701e-01,-4.413462354390e-01
1.061250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.546632107590e-01,-4.553556327660e-01
1.062500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.500163557979e-01,-4.691605043092e-01
1.063750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.452193398374e-01,-4.827525347517e-01
1.065000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.402754407122e-01,-4.961235556015e-01
1.066250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.351880177136e-01,-5.092655498854e-01
1.067500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.299605128638e-01,-5.221706567559e-01
1.068750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.245964488767e-01,-5.348311760077e-01
1.070000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.190994300662e-01,-5.472395725016e-01
1.071250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.134731340827e-01,-5.593884804940e-01
1.072500000000e-08,0.000000000000e+00,0.000000000000e+00,-2.077213128927e-01,-5.712707078692e-01
1.073750000000e-08,0.000000000000e+00,0.000000000000e+00,-2.018477905703e-01,-5.828792402721e-01
1.075000000000e-08,0.000000000000e+00,0.000000000000e+00,-1.958564639267e-01,-5.942072451400e-01
1.076250000000e-08,0.000000000000e+00,0.000000000000e+00,-1.897512943156e-01,-6.052480756302e-01
1.077500000000e-08,0.000000000000e+00,0.000000000000e+00,-1.835363083345e-01,-6.159952744418e-01
1.078750000000e-08,0.000000000000e+00,0.000000000000e+00,-1.772155954600e-01,-6.264425775300e-01
1.080000000000e-08,0.000000000000e+00,0.000000000000e+00,-1.707933084149e-01,-6.365839177095e-01
1.081250000000e-08,0.000000000000e+00,0.000000000000e+00,-1.642736550496e-01,-6.464134281462e-01
1.082500000000e-08,0.000000000000e+00,0.000000000000e+00,-1.576608987819e-01,-6.559254457347e-01
1.083750000000e-08,0.000000000000e+00,0.000000000000e+00,-1.509593560915e-01,-6.651145143599e-01
1.085000000000e-08,0.000000000000e+00,0.000000000000e+00,-1.441733966429e-01,-6.739753880394e-01
1.086250000000e-08,0.000000000000e+00,0.000000000000e+00,-1.373074352503e-01,-6.825030339471e-01
1.087500000000e-08,0.000000000000e+00,0.000000000000e+00,-1.303659320764e-01,-6.906926353138e-01
1.088750000000e-08,0.000000000000e+00,0.000000000000e+00,-1.233533900011e-01,-6.985395942052e-01
1.090000000000e-08,0.000000000000e+00,0.000000000000e+00,-1.162743545214e-01,-7.060395341730e-01
1.091250000000e-08,0.000000000000e+00,0.000000000000e+00,-1.091334058088e-01,-7.131883027797e-01
1.092500000000e-08,0.000000000000e+00,0.000000000000e+00,-1.019351586887e-01,-7.199819739937e-01
1.093750000000e-08,0.000000000000e+00,0.000000000000e+00,-9.468425990144e-02,-7.264168504545e-01
1.095000000000e-08,0.000000000000e+00,0.000000000000e+00,-8.738538780039e-02,-7.324894656050e-01
1.096250000000e-08,0.000000000000e+00,0.000000000000e+00,-8.004324451461e-02,-7.381965856902e-01
1.097500000000e-08,0.000000000000e+00,0.000000000000e+00,-7.266255573135e-02,-7.435352116204e-01
1.098750000000e-08,0.000000000000e+00,0.000000000000e+00,-6.524806786905e-02,-7.485025806987e-01
1.100000000000e-08,0.000000000000e+00,0.000000000000e+00,-5.780454759757e-02,-7.530961682084e-01
1.101250000000e-08,0.000000000000e+00,0.000000000000e+00,-5.033677411998e-02,-7.573136888633e-01
1.102500000000e-08,0.000000000000e+00,0.000000000000e+00,-4.284953878277e-02,-7.611530981155e-01
1.103750000000e-08,0.000000000000e+00,0.000000000000e+00,-3.534764218286e-02,-7.646125933222e-01
1.105000000000e-08,0.000000000000e+00,0.000000000000e+00,-2.783589353495e-02,-7.676906147694e-01
1.106250000000e-08,0.000000000000e+00,0.000000000000e+00,-2.031910308877e-02,-7.703858465511e-01
1.107500000000e-08,0.000000000000e+00,0.000000000000e+00,-1.280208159345e-02,-7.726972173041e-01
1.108750000000e-08,0.000000000000e+00,0.000000000000e+00,-5.289637362006e-03,-7.746239007963e-01
1.110000000000e-08,0.000000000000e+00,0.000000000000e+00,2.213424486984e-03,-7.761653163683e-01
1.111250000000e-08,0.000000000000e+00,0.000000000000e+00,9.702309458571e-03,-7.773211292273e-01
1.112500000000e-08,0.000000000000e+00,0.000000000000e+00,1.717223433480e-02,-7.780912505930e-01
1.113750000000e-08,0.000000000000e+00,0.000000000000e+00,2.461843012729e-02,-7.784758376937e-01
1.115000000000e-08,0.000000000000e+00,0.000000000000e+00,3.203614293264e-02,-7.784752936142e-01
1.116250000000e-08,0.000000000000e+00,0.000000000000e+00,3.942064118793e-02,-7.780902669922e-01
1.117500000000e-08,0.000000000000e+00,0.000000000000e+00,4.676721641210e-02,-7.773216515657e-01
1.118750000000e-08,0.000000000000e+00,0.000000000000e+00,5.407118614875e-02,-7.761705855688e-01
1.120000000000e-08,0.000000000000e+00,0.000000000000e+00,6.132789488824e-02,-7.746384509769e-01
1.121250000000e-08,0.000000000000e+00,0.000000000000e+00,6.853272112785e-02,-7.727268726011e-01
1.122500000000e-08,0.000000000000e+00,0.000000000000e+00,7.568107817015e-02,-7.704377170311e-01
1.123750000000e-08,0.000000000000e+00,0.000000000000e+00,8.276841702748e-02,-7.677730914274e-01
1.125000000000e-08,0.000000000000e+00,0.000000000000e+00,8.979022737931e-02,-7.647353421626e-01
1.126250000000e-08,0.000000000000e+00,0.000000000000e+00,9.674204441398e-02,-7.613270533119e-01
1.127500000000e-08,0.000000000000e+00,0.000000000000e+00,1.036194496516e-01,-7.575510449933e-01
1.128750000000e-08,0.000000000000e+00,0.000000000000e+00,1.104180737808e-01,-7.534103715581e-01
1.130000000000e-08,0.000000000000e+00,0.000000000000e+00,1.171335976190e-01,-7.489083196317e-01
1.131250000000e-08,0.000000000000e+00,0.000000000000e+00,1.237617587110e-01,-7.440484060060e-01
1.132500000000e-08,0.000000000000e+00,0.000000000000e+00,1.302983521437e-01,-7.388343753832e-01
1.133750000000e-08,0.000000000000e+00,0.000000000000e+00,1.367392332847e-01,-7.332701979730e-01
1.135000000000e-08,0.000000000000e+00,0.000000000000e+00,1.430803187118e-01,-7.273600669430e-01
1.136250000000e-08,0.000000000000e+00,0.000000000000e+00,1.493175925442e-01,-7.211083957239e-01
1.137500000000e-08,0.000000000000e+00,0.000000000000e+00,1.554471072146e-01,-7.145198151706e-01
1.138750000000e-08,0.000000000000e+00,0.000000000000e+00,1.614649860792e-01,-7.075991705802e-01
1.140000000000e-08,0.000000000000e+00,0.000000000000e+00,1.673674242834e-01,-7.003515185683e-01
1.141250000000e-08,0.000000000000e+00,0.000000000000e+00,1.731506947990e-01,-6.927821238051e-01
1.142500000000e-08,0.000000000000e+00,0.000000000000e+00,1.788111491210e-01,-6.848964556129e-01
1.143750000000e-08,0.000000000000e+00,0.000000000000e+00,1.843452197176e-01,-6.767001844266e-01
1.145000000000e-08,0.000000000000e+00,0.000000000000e+00,1.897494207989e-01,-6.681991781181e-01
1.146250000000e-08,0.000000000000e+00,0.000000000000e+00,1.950203540347e-01,-6.593994981885e-01
1.147500000000e-08,0.000000000000e+00,0.000000000000e+00,2.001547091424e-01,-6.503073958273e-01
1.148750000000e-08,0.000000000000e+00,0.000000000000e+00,2.051492661472e-01,-6.409293078434e-01
1.150000000000e-08,0.000000000000e+00,0.000000000000e+00,2.100008960202e-01,-6.312718524678e-01
1.151250000000e-08,0.000000000000e+00,0.000000000000e+00,2.147065660520e-01,-6.213418250319e-01
1.152500000000e-08,0.000000000000e+00,0.000000000000e+00,2.192633403001e-01,-6.111461935222e-01
1.153750000000e-08,0.000000000000e+00,0.000000000000e+00,2.236683816283e-01,-6.006920940157e-01
1.155000000000e-08,0.000000000000e+00,0.000000000000e+00,2.279189521836e-01,-5.899868259970e-01
1.156250000000e-08,0.000000000000e+00,0.000000000000e+00,2.320124184018e-01,-5.790378475605e-01
1.157500000000e-08,0.000000000000e+00,0.000000000000e+00,2.359462512820e-01,-5.678527705003e-01
1.158750000000e-08,0.000000000000e+00,0.000000000000e+00,2.397180281780e-01,-5.564393552909e-01
1.160000000000e-08,0.000000000000e+00,0.000000000000e+00,2.433254330844e-01,-5.448055059609e-01
1.161250000000e-08,0.000000000000e+00,0.000000000000e+00,2.467662612500e-01,-5.329592648641e-01
1.162500000000e-08,0.000000000000e+00,0.000000000000e+00,2.500384192518e-01,-5.209088073500e-01
1.163750000000e-08,0.000000000000e+00,0.000000000000e+00,2.531399265118e-01,-5.086624363367e-01
1.165000000000e-08,0.000000000000e+00,0.000000000000e+00,2.560689153632e-01,-4.962285767915e-01
1.166250000000e-08,0.000000000000e+00,0.000000000000e+00,2.588236352529e-01,-4.836157701202e-01
1.167500000000e-08,0.000000000000e+00,0.000000000000e+00,2.614024525866e-01,-4.708326684699e-01
1.168750000000e-08,0.000000000000e+00,0.000000000000e+00,2.638038519481e-01,-4.578880289495e-01
1.170000000000e-08,0.000000000000e+00,0.000000000000e+00,2.660264359196e-01,-4.447907077696e-01
1.171250000000e-08,0.000000000000e+00,0.000000000000e+00,2.680689288561e-01,-4.315496543079e-01
1.172500000000e-08,0.000000000000e+00,0.000000000000e+00,2.699301764769e-01,-4.181739051020e-01
1.173750000000e-08,0.000000000000e+00,0.000000000000e+00,2.716091467665e-01,-4.046725777753e-01
1.175000000000e-08,0.000000000000e+00,0.000000000000e+00,2.731049295278e-01,-3.910548648981e-01
1.176250000000e-08,0.000000000000e+00,0.000000000000e+00,2.744167397117e-01,-3.773300277898e-01
1.177500000000e-08,0.000000000000e+00,0.000000000000e+00,2.755439167358e-01,-3.635073902652e-01
1.178750000000e-08,0.000000000000e+00,0.000000000000e+00,2.764859250490e-01,-3.495963323292e-01
1.180000000000e-08,0.000000000000e+00,0.000000000000e+00,2.772423533983e-01,-3.356062838251e-01
1.181250000000e-08,0.000000000000e+00,0.000000000000e+00,2.778129177031e-01,-3.215467180396e-01
1.182500000000e-08,0.000000000000e+00,0.000000000000e+00,2.781974600837e-01,-3.074271452698e-01
1.183750000000e-08,0.000000000000e+00,0.000000000000e+00,2.783959490758e-01,-2.932571063564e-01
1.185000000000e-08,0.000000000000e+00,0.000000000000e+00,2.784084785964e-01,-2.790461661869e-01
1.186250000000e-08,0.000000000000e+00,0.000000000000e+00,2.782352703550e-01,-2.648039071756e-01
1.187500000000e-08,0.000000000000e+00,0.000000000000e+00,2.778766725798e-01,-2.505399227213e-01
1.188750000000e-08,0.000000000000e+00,0.000000000000e+00,2.773331598714e-01,-2.362638106513e-01
1.190000000000e-08,0.000000000000e+00,0.000000000000e+00,2.766053318592e-01,-2.219851666537e-01
1.191250000000e-08,0.000000000000e+00,0.000000000000e+00,2.756939151448e-01,-2.077135777037e-01
1.192500000000e-08,0.000000000000e+00,0.000000000000e+00,2.745997617177e-01,-1.934586154885e-01
1.193750000000e-08,0.000000000000e+00,0.000000000000e+00,2.733238484445e-01,-1.792298298359e-01
1.195000000000e-08,0.000000000000e+00,0.000000000000e+00,2.718672754085e-01,-1.650367421506e-01
1.196250000000e-08,0.000000000000e+00,0.000000000000e+00,2.702312673875e-01,-1.508888388642e-01
1.197500000000e-08,0.000000000000e+00,0.000000000000e+00,2.684171719558e-01,-1.367955649021e-01
1.198750000000e-08,0.000000000000e+00,0.000000000000e+00,2.664264586078e-01,-1.227663171744e-01
1.200000000000e-08,0.000000000000e+00,0.000000000000e+00,2.642607167807e-01,-1.088104380927e-01
1.201250000000e-08,0.000000000000e+00,0.000000000000e+00,2.619216568727e-01,-9.493720912097e-02
1.202500000000e-08,0.000000000000e+00,0.000000000000e+00,2.594111080322e-01,-8.115584436232e-02
1.203750000000e-08,0.000000000000e+00,0.000000000000e+00,2.567310169217e-01,-6.747548418860e-02
1.205000000000e-08,0.000000000000e+00,0.000000000000e+00,2.538834454268e-01,-5.390518891661e-02
1.206250000000e-08,0.000000000000e+00,0.000000000000e+00,2.508705712261e-01,-4.045393253611e-02
1.207500000000e-08,0.000000000000e+00,0.000000000000e+00,2.476946852747e-01,-2.713059649424e-02
1.208750000000e-08,0.000000000000e+00,0.000000000000e+00,2.443581902173e-01,-1.394396354137e-02
1.210000000000e-08,0.000000000000e+00,0.000000000000e+00,2.408635977941e-01,-9.027116428282e-04
1.211250000000e-08,0.000000000000e+00,0.000000000000e+00,2.372135289772e-01,1.198459203858e-02
1.212500000000e-08,0.000000000000e+00,0.000000000000e+00,2.334107111605e-01,2.470949708463e-02
1.213750000000e-08,0.000000000000e+00,0.000000000000e+00,2.294579762374e-01,3.726367568375e-02
1.215000000000e-08,0.000000000000e+00,0.000000000000e+00,2.253582577172e-01,4.963892840844e-02
1.216250000000e-08,0.000000000000e+00,0.000000000000e+00,2.211145904501e-01,6.182718990358e-02
1.217500000000e-08,0.000000000000e+00,0.000000000000e+00,2.167301075390e-01,7.382053448102e-02
1.218750000000e-08,0.000000000000e+00,0.000000000000e+00,2.122080381024e-01,8.561118161620e-02
1.220000000000e-08,0.000000000000e+00,0.000000000000e+00,2.075517041212e-01,9.719150134229e-02
1.221250000000e-08,0.000000000000e+00,0.000000000000e+00,2.027645197762e-01,1.085540195377e-01
1.222500000000e-08,0.000000000000e+00,0.000000000000e+00,1.978499881062e-01,1.196914231025e-01
1.223750000000e-08,0.000000000000e+00,0.000000000000e+00,1.928116984787e-01,1.305965650199e-01
1.225000000000e-08,0.000000000000e+00,0.000000000000e+00,1.876533231918e-01,1.412624692986e-01
1.226250000000e-08,0.000000000000e+00,0.000000000000e+00,1.823786164557e-01,1.516823357920e-01
1.227500000000e-08,0.000000000000e+00,0.000000000000e+00,1.769914108217e-01,1.618495448903e-01
1.228750000000e-08,0.000000000000e+00,0.000000000000e+00,1.714956143911e-01,1.717576620815e-01
1.230000000000e-08,0.000000000000e+00,0.000000000000e+00,1.658952072011e-01,1.814004423790e-01
1.231250000000e-08,0.000000000000e+00,0.000000000000e+00,1.601942398840e-01,1.907718346094e-01
1.232500000000e-08,0.000000000000e+00,0.000000000000e+00,1.543968298982e-01,1.998659855601e-01
1.233750000000e-08,0.000000000000e+00,0.000000000000e+00,1.485071585096e-01,2.086772439811e-01
1.235000000000e-08,0.000000000000e+00,0.000000000000e+00,1.425294669932e-01,2.172001644384e-01
1.236250000000e-08,0.000000000000e+00,0.000000000000e+00,1.364680550091e-01,2.254295110166e-01
