step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m
806,8.0599999999999687e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3477211572929778e-05,512111.76523903146,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.504536461,8.0599999999999687e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665513637184,3040527632127549.5,3040527632127549.5,22358658.504536461,165445924792.81445,0.033425104166556446,165445924792.81445,0.033425104166556446,6.0442709680053198e-12,6.0442709680053198e-12,6.0442709680053198e-12,1.1868172344660052e-11,1.7109683583649309e-11,1.6282913573098811e-05,1.6282913573098811e-05,1.6282913573098811e-05,1.0560363595270019e-05,1.5710658575315932e-05,5.4377171340073348e-07,5.4377171340073348e-07,5.4377171340073348e-07,1.1869880612250499e-06,1.7658827742669343e-06,89964.813999757607,89964.813999757607,89964.813999757607,96706.259101071468,102773.55969225394,6044.2709680053194,543771713.40073347,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.504536461,3040527632127549.5,0.033425104166556446,165445924792.81445,6.0442709680053198e-12,5.4377171340073348e-07,89964.813999757607,17600690.598482601,1942244333616020.5,0.034601563742489946,110984205700.95087,0.03337664894617038,0.03337664894617038,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2163911099199625e-15,-2.5384523588395949e-13
807,8.0699999999999686e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3477723494997354e-05,511922.06757552957,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.497409154,8.0699999999999686e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665486569112,3040793549554398.5,3040793549554398.5,22358658.497409154,165445924703.2619,0.033425104167568706,165445924703.2619,0.033425104167568706,6.0442709712769621e-12,6.0442709712769621e-12,6.0442709712769621e-12,1.1868172343076366e-11,1.7109683577695829e-11,1.6284337639084164e-05,1.6284337639084164e-05,1.6284337639084164e-05,1.0560590683359955e-05,1.5711962943511742e-05,5.4372416054239729e-07,5.4372416054239729e-07,5.4372416054239729e-07,1.1871477822064085e-06,1.7662290417040186e-06,89956.946524441752,89956.946524441752,89956.946524441752,96712.697112171445,102792.87264112818,6044.270971276962,543724160.54239726,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.497409154,3040793549554398.5,0.033425104167568706,165445924703.2619,6.0442709712769621e-12,5.4372416054239729e-07,89956.946524441752,17600690.59596879,1942292693255795.5,0.034601563742544153,110984205666.46024,0.033379038513099007,0.033379038513099007,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2166883470510865e-15,-2.5391534620149023e-13
808,8.0799999999999686e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3478235227465887e-05,511732.46853376779,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.490282051,8.0799999999999686e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665459501821,3041059337390194,3041059337390194,22358658.490282051,165445924613.71191,0.033425104168580931,165445924613.71191,0.033425104168580931,6.0442709745485107e-12,6.0442709745485107e-12,6.0442709745485107e-12,1.1868172341488247e-11,1.7109683571734012e-11,1.6285761011071641e-05,1.6285761011071641e-05,1.6285761011071641e-05,1.0560817454609927e-05,1.571326665542547e-05,5.4367663916844949e-07,5.4367663916844949e-07,5.4367663916844949e-07,1.1873075811163039e-06,1.7665754288693728e-06,89949.084258099552,89949.084258099552,89949.084258099552,96719.141242718208,102812.19252887498,6044.2709745485099,543676639.1684494,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.490282051,3041059337390194,0.033425104168580931,165445924613.71191,6.0442709745485107e-12,5.4367663916844949e-07,89949.084258099552,17600690.59345651,1942340993361315,0.034601563742597721,110984205631.98492,0.033381426758766798,0.033381426758766798,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2169854999156331e-15,-2.539854626611094e-13
809,8.0899999999999686e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3478746770433947e-05,511542.96805953601,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.483155094,8.0899999999999686e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665432435081,3041324995614383,3041324995614383,22358658.483155094,165445924524.16385,0.033425104169593149,165445924524.16385,0.033425104169593149,6.0442709778199898e-12,6.0442709778199898e-12,6.0442709778199898e-12,1.1868172339895824e-11,1.7109683565764078e-11,1.6287183688951191e-05,1.6287183688951191e-05,1.6287183688951191e-05,1.0561043908985303e-05,1.5714569710954599e-05,5.4362914926823452e-07,5.4362914926823452e-07,5.4362914926823452e-07,1.1874674579722347e-06,1.766921935805835e-06,89941.227198967725,89941.227198967725,89941.227198967725,96725.591493119602,102831.51935785629,6044.2709778199896,543629149.26823449,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.483155094,3041324995614383,0.033425104169593149,165445924524.16385,6.0442709778199898e-12,5.4362914926823452e-07,89941.227198967725,17600690.590945695,1942389233925860,0.034601563742650693,110984205597.5242,0.033383813682975848,0.033383813682975848,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2172825685061064e-15,-2.540555852599264e-13
810,8.0999999999999685e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3479258124000005e-05,511353.56605796656,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.476028275,8.0999999999999685e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665405368857,3041590524206422.5,3041590524206422.5,22358658.476028275,165445924434.61746,0.03342510417060534,165445924434.61746,0.03342510417060534,6.0442709810914067e-12,6.0442709810914067e-12,6.0442709810914067e-12,1.1868172338298983e-11,1.7109683559785798e-11,1.6288605672612789e-05,1.6288605672612789e-05,1.6288605672612789e-05,1.0561270046451461e-05,1.5715872109996654e-05,5.4358169083110581e-07,5.4358169083110581e-07,5.4358169083110581e-07,1.1876274127917166e-06,1.7672685625562663e-06,89933.375345284716,89933.375345284716,89933.375345284716,96732.047863786502,102850.8531304381,6044.2709810914066,543581690.83110571,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.476028275,3041590524206422.5,0.03342510417060534,165445924434.61746,6.0442709810914067e-12,5.4358169083110581e-07,89933.375345284716,17600690.58843638,1942437414942715.5,0.034601563742703026,110984205563.07834,0.03338619928552853,0.03338619928552853,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2175795528149942e-15,-2.5412571399504969e-13
811,8.1099999999999685e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3479769288262493e-05,511164.26248840184,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.468901582,8.1099999999999685e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665378303129,3041855923145780,3041855923145780,22358658.468901582,165445924345.0726,0.033425104171617509,165445924345.0726,0.033425104171617509,6.0442709843627679e-12,6.0442709843627679e-12,6.0442709843627679e-12,1.1868172336697727e-11,1.7109683553799188e-11,1.6290026961946478e-05,1.6290026961946478e-05,1.6290026961946478e-05,1.0561495866973794e-05,1.5717173852449207e-05,5.4353426384642536e-07,5.4353426384642536e-07,5.4353426384642536e-07,1.1877874455922776e-06,1.7676153091635449e-06,89925.528695290428,89925.528695290428,89925.528695290428,96738.510355130245,102870.19384898609,6044.2709843627672,543534263.84642529,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.468901582,3041855923145780,0.033425104171617509,165445924345.0726,6.0442709843627679e-12,5.4353426384642536e-07,89925.528695290428,17600690.585928559,1942485536405170,0.034601563742754742,110984205528.64725,0.033388583566227328,0.033388583566227328,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2178764528348367e-15,-2.5419584886358641e-13
812,8.1199999999999684e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3480280263319763e-05,510975.0572695267,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.461775105,8.1199999999999684e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665351238201,3042121192411932.5,3042121192411932.5,22358658.461775105,165445924255.53052,0.033425104172629658,165445924255.53052,0.033425104172629658,6.0442709876340281e-12,6.0442709876340281e-12,6.0442709876340281e-12,1.1868172335092115e-11,1.7109683547804394e-11,1.6291447556842356e-05,1.6291447556842356e-05,1.6291447556842356e-05,1.0561721370517732e-05,1.5718474938209895e-05,5.4348686830356398e-07,5.4348686830356398e-07,5.4348686830356398e-07,1.1879475563914612e-06,1.7679621756705684e-06,89917.687247226932,89917.687247226932,89917.687247226932,96744.978967563366,102889.54151586616,6044.2709876340277,543486868.30356395,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.461775105,3042121192411932.5,0.033425104172629658,165445924255.53052,6.0442709876340281e-12,5.4348686830356398e-07,89917.687247226932,17600690.583422251,1942533598306516,0.03460156374280584,110984205494.23129,0.0333909665248752,0.0333909665248752,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2181732685581698e-15,-2.5426598986264365e-13
813,8.1299999999999684e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3480791049270083e-05,510785.95032002596,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.454648804,8.1299999999999684e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665324173948,3042386331984367,3042386331984367,22358658.454648804,165445924165.9906,0.033425104173641772,165445924165.9906,0.033425104173641772,6.0442709909052084e-12,6.0442709909052084e-12,6.0442709909052084e-12,1.1868172333482121e-11,1.7109683541801344e-11,1.6292867457190561e-05,1.6292867457190561e-05,1.6292867457190561e-05,1.0561946557048701e-05,1.5719775367176372e-05,5.4343950419190125e-07,5.4343950419190125e-07,5.4343950419190125e-07,1.1881077452068244e-06,1.768309162120255e-06,89909.850999336821,89909.850999336821,89909.850999336821,96751.453701499981,102908.89613344682,6044.2709909052082,543439504.19190121,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.454648804,3042386331984367,0.033425104173641772,165445924165.9906,6.0442709909052084e-12,5.4343950419190125e-07,89909.850999336821,17600690.580917444,1942581600640050,0.034601563742856306,110984205459.83029,0.033393348161274705,0.033393348161274705,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2184699999775454e-15,-2.5433613698932532e-13
814,8.1399999999999683e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3481301646211655e-05,510596.941572137,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.447522592,8.1399999999999683e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.491366529711005,3042651341842581,3042651341842581,22358658.447522592,165445924076.45181,0.033425104174653872,165445924076.45181,0.033425104174653872,6.0442709941763482e-12,6.0442709941763482e-12,6.0442709941763482e-12,1.1868172331867804e-11,1.7109683535790113e-11,1.6294286662881306e-05,1.6294286662881306e-05,1.6294286662881306e-05,1.0562171426532174e-05,1.5721075139246392e-05,5.4339217150082478e-07,5.4339217150082478e-07,5.4339217150082478e-07,1.1882680120559386e-06,1.7686562685555408e-06,89902.019949863738,89902.019949863738,89902.019949863738,96757.934557354747,102928.25770409667,6044.2709941763478,543392171.50082469,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.447522592,3042651341842581,0.033425104174653872,165445924076.45181,6.0442709941763482e-12,5.4339217150082478e-07,89902.019949863738,17600690.578414086,1942629543399072.5,0.034601563742906169,110984205425.4436,0.033395728475228315,0.033395728475228315,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2187666470855244e-15,-2.5440629024073563e-13
815,8.1499999999999683e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3481812054242613e-05,510408.03095809714,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.440396592,8.1499999999999683e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665270046934,3042916221966082,3042916221966082,22358658.440396592,165445923986.91574,0.033425104175665951,165445923986.91574,0.033425104175665951,6.0442709974473887e-12,6.0442709974473887e-12,6.0442709974473887e-12,1.1868172330249021e-11,1.710968352977049e-11,1.6295705173804846e-05,1.6295705173804846e-05,1.6295705173804846e-05,1.0562395978933625e-05,1.5722374254317725e-05,5.4334487021973144e-07,5.4334487021973144e-07,5.4334487021973144e-07,1.1884283569563907e-06,1.7690034950193841e-06,89894.194097054278,89894.194097054278,89894.194097054278,96764.421535545378,102947.62623018736,6044.2709974473883,543344870.21973145,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.440396592,3042916221966082,0.033425104175665951,165445923986.91574,6.0442709974473887e-12,5.4334487021973144e-07,89894.194097054278,17600690.575912274,1942677426576887.5,0.034601563742955393,110984205391.07239,0.033398107466539449,0.033398107466539449,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2190632098747068e-15,-2.5447644961397738e-13
816,8.1599999999999683e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3482322273461023e-05,510219.21841014386,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.433270752,8.1599999999999683e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.491366524298444,3043180972334387.5,3043180972334387.5,22358658.433270752,165445923897.38159,0.033425104176678003,165445923897.38159,0.033425104176678003,6.0442710007183581e-12,6.0442710007183581e-12,6.0442710007183581e-12,1.186817232862584e-11,1.7109683523742573e-11,1.6297122989851485e-05,1.6297122989851485e-05,1.6297122989851485e-05,1.0562620214218553e-05,1.5723672712288189e-05,5.4329760033802684e-07,5.4329760033802684e-07,5.4329760033802684e-07,1.1885887799257816e-06,1.7693508415547611e-06,89886.373439155228,89886.373439155228,89886.373439155228,96770.914636489208,102967.0017140898,6044.2710007183578,543297600.33802676,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.433270752,3043180972334387.5,0.033425104176678003,165445923897.38159,6.0442710007183581e-12,5.4329760033802684e-07,89886.373439155228,17600690.573411964,1942725250166803,0.034601563743004,110984205356.71606,0.033400485135010892,0.033400485135010892,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2193596883376558e-15,-2.545466151061519e-13
817,8.1699999999999682e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3482832303964884e-05,510030.50386051438,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.426145058,8.1699999999999682e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665215922496,3043445592927025,3043445592927025,22358658.426145058,165445923807.8494,0.03342510417769004,165445923807.8494,0.03342510417769004,6.0442710039892573e-12,6.0442710039892573e-12,6.0442710039892573e-12,1.1868172326998327e-11,1.710968351770649e-11,1.6298540110911595e-05,1.6298540110911595e-05,1.6298540110911595e-05,1.0562844132352486e-05,1.5724970513055683e-05,5.4325036184512457e-07,5.4325036184512457e-07,5.4325036184512457e-07,1.1887492809817254e-06,1.7696983082046658e-06,89878.557974415089,89878.557974415089,89878.557974415089,96777.413860604895,102986.38415817573,6044.2710039892572,543250361.84512448,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.426145058,3043445592927025,0.03342510417769004,165445923807.8494,6.0442710039892573e-12,5.4325036184512457e-07,89878.557974415089,17600690.570913129,1942773014162131,0.03460156374305199,110984205322.37445,0.033402861480445724,0.033402861480445724,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2196560824669895e-15,-2.5461678671435931e-13
818,8.1799999999999682e-13,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3483342145852098e-05,509841.88721434108,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358658.419019554,8.1799999999999682e-13,3.3333333333333337e-06,6.5624999999999996e-05,8.4913665188861263,3043710083723531.5,3043710083723531.5,22358658.419019554,165445923718.31949,0.033425104178702036,165445923718.31949,0.033425104178702036,6.0442710072600724e-12,6.0442710072600724e-12,6.0442710072600724e-12,1.1868172325366368e-11,1.7109683511662033e-11,1.6299956536875577e-05,1.6299956536875577e-05,1.6299956536875577e-05,1.0563067733300953e-05,1.5726267656518116e-05,5.4320315473044791e-07,5.4320315473044791e-07,5.4320315473044791e-07,1.1889098601418517e-06,1.770045895012115e-06,89870.747701084183,89870.747701084183,89870.747701084183,96783.919208313688,103005.77356482022,6044.2710072600721,543203154.73044789,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358658.419019554,3043710083723531.5,0.033425104178702036,165445923718.31949,6.0442710072600724e-12,5.4320315473044791e-07,89870.747701084183,17600690.568415824,1942820718556187,0.034601563743099348,110984205288.04807,0.03340523650264729,0.03340523650264729,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.2199523922553443e-15,-2.5468696443569938e-13
